MISPAR_RECHEV,SUG_RECALL,SUG_TAKALA,TEUR_TAKALA,TAARICH_PTICHA
05609470,תקלה סידרתית בטיחותית,כריות אוויר,ייתכן וקיים פגם ביחידת ניפוח כרית האוויר הקדמית בצד הנהג,2022-01-05
05609570,תקלה סידרתית בטיחותית,כריות אוויר,ייתכן וקיים פגם ביחידת ניפוח כרית האוויר הקדמית בצד הנהג,2022-01-05
05609770,תקלה סידרתית בטיחותית,כריות אוויר,ייתכן וקיים פגם ביחידת ניפוח כרית האוויר הקדמית בצד הנהג.,2022-01-18
05610770,תקלה סידרתית בטיחותית,בלמים,חשש לנזילה בצינורות בלמים קדמיים,2015-04-27
05610970,תקלה סידרתית בטיחותית,כריות אוויר,ייתכן וקיים פגם ביחידת ניפוח כרית האוויר הקדמית בצד הנהג.,2022-01-18
05611450,תקלה סידרתית בטיחותית,מנוע ומערכותיו,רגל הנהג עלולה לפגוע במפתח הרכב ולהעביר/להוציא  את מתג ההתנעה ממצב נסיעה והמנוע עשוי לדומם,2014-09-17
05612170,תקלה סידרתית בטיחותית,כריות אוויר,ייתכן וקיים פגם ביחידת ניפוח כרית האוויר הקדמית בצד הנהג,2022-01-05
05612270,תקלה סידרתית בטיחותית,בלמים,חשש לנזילה בצינורות בלמים קדמיים,2015-04-27
05612470,תקלה סידרתית בטיחותית,כריות אוויר,ייתכן וקיים פגם ביחידת ניפוח כרית האוויר הקדמית בצד הנהג,2022-01-05
05615070,תקלה סידרתית בטיחותית,כריות אוויר,ייתכן וקיים פגם ביחידת ניפוח כרית האוויר הקדמית בצד הנהג.,2022-01-18
05615270,תקלה סידרתית בטיחותית,כריות אוויר,ייתכן וקיים פגם ביחידת ניפוח כרית האוויר הקדמית בצד הנהג,2022-01-05
05616150,תקלה סידרתית בטיחותית,מנוע ומערכותיו,צמת חוטים לחיישן מצב המצערת TPS,2011-03-22
05616750,תקלה סידרתית בטיחותית,מנוע ומערכותיו,מערכת ABS,2011-12-20
05617370,תקלה סידרתית בטיחותית,כריות אוויר,ייתכן וקיים פגם ביחידת ניפוח כרית האוויר הקדמית בצד הנהג,2022-01-05
05617770,תקלה סידרתית בטיחותית,בלמים,חשש לנזילה בצינורות בלמים קדמיים,2015-04-27
05617870,תקלה סידרתית בטיחותית,כריות אוויר,ייתכן וקיים פגם ביחידת ניפוח כרית האוויר הקדמית בצד הנהג.,2022-01-18
05618150,תקלה סידרתית בטיחותית,מנוע ומערכותיו,רגל הנהג עלולה לפגוע במפתח הרכב ולהעביר/להוציא  את מתג ההתנעה ממצב נסיעה והמנוע עשוי לדומם,2014-09-17
05618470,תקלה סידרתית בטיחותית,כריות אוויר,ייתכן וקיים פגם ביחידת ניפוח כרית האוויר הקדמית בצד הנהג.,2022-01-18
05619070,תקלה סידרתית בטיחותית,בלמים,חשש לנזילה בצינורות בלמים קדמיים,2015-04-27
05620250,תקלה סידרתית בטיחותית,מנוע ומערכותיו,רגל הנהג עלולה לפגוע במפתח הרכב ולהעביר/להוציא  את מתג ההתנעה ממצב נסיעה והמנוע עשוי לדומם,2014-09-17
05620270,תקלה סידרתית בטיחותית,כריות אוויר,ייתכן וקיים פגם ביחידת ניפוח כרית האוויר הקדמית בצד הנהג,2021-05-25
05620570,תקלה סידרתית בטיחותית,כריות אוויר,ייתכן וקיים פגם ביחידת ניפוח כרית האוויר הקדמית בצד הנהג,2021-05-25
05620770,תקלה סידרתית בטיחותית,כריות אוויר,ייתכן וקיים פגם ביחידת ניפוח כרית האוויר הקדמית בצד הנהג,2022-01-05
05622120,קמפיין שרות טכני,היגוי ומתלים,זרוע מיתלה קדמי,2011-11-27
05622450,תקלה סידרתית בטיחותית,מנוע ומערכותיו,צמת חוטים לחיישן מצב המצערת TPS,2011-03-22
05622450,קמפיין שרות טכני,מנוע ומערכותיו,החלפת מזרקים במנועי דיזל,2011-12-26
05622750,תקלה סידרתית בטיחותית,מנוע ומערכותיו,צמת חוטים לחיישן מצב המצערת TPS,2011-03-22
05627670,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נהג עלולה לפזר חלקיקי מתכת בזמן פתיחה.,2017-02-06
05627670,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן פתיחה.,2017-02-06
05629050,תקלה סידרתית בטיחותית,מנוע ומערכותיו,רגל הנהג עלולה לפגוע במפתח הרכב ולהעביר/להוציא  את מתג ההתנעה ממצב נסיעה והמנוע עשוי לדומם,2014-09-17
05631250,תקלה סידרתית בטיחותית,מנוע ומערכותיו,צמת חוטים לחיישן מצב המצערת TPS,2011-03-22
05632270,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אויר צד נהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2017-04-18
05632270,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן פתיחה.,2018-04-15
05634270,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אויר צד נהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2017-04-18
05634270,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן פתיחה.,2018-04-15
05635770,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן פתיחה.,2018-04-15
05635770,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אויר צד נהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2017-04-18
05636470,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אויר צד נהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2017-04-18
05636470,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן פתיחה.,2018-04-15
05636650,תקלה סידרתית בטיחותית,מנוע ומערכותיו,רגל הנהג עלולה לפגוע במפתח הרכב ולהעביר/להוציא  את מתג ההתנעה ממצב נסיעה והמנוע עשוי לדומם,2014-09-17
05638570,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אויר צד נהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2017-04-18
05638570,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן פתיחה.,2018-04-15
05643450,תקלה סידרתית בטיחותית,מנוע ומערכותיו,מערכת ABS,2011-12-20
05643520,קמפיין שרות טכני,היגוי ומתלים,זרוע מיתלה קדמי,2011-11-27
05645170,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05648750,תקלה סידרתית בטיחותית,מנוע ומערכותיו,מערכת ABS,2011-12-20
05649270,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05649450,תקלה סידרתית בטיחותית,מנוע ומערכותיו,צמת חוטים לחיישן מצב המצערת TPS,2011-03-22
05649570,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05650150,תקלה סידרתית בטיחותית,מנוע ומערכותיו,צמת חוטים לחיישן מצב המצערת TPS,2011-03-22
05655770,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05656350,תקלה סידרתית בטיחותית,מנוע ומערכותיו,מערכת ABS,2011-12-20
05660670,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אויר צד נהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2017-04-18
05660670,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן פתיחה.,2018-04-15
05662380,תקלה סידרתית בטיחותית,מנוע ומערכותיו,אפשרות לליקוי ברצועת התזמון,2021-08-08
05664480,תקלה סידרתית בטיחותית,מנוע ומערכותיו,אפשרות לליקוי ברצועת התזמון,2021-08-08
05669050,תקלה סידרתית בטיחותית,מנוע ומערכותיו,רגל הנהג עלולה לפגוע במפתח הרכב ולהעביר/להוציא  את מתג ההתנעה ממצב נסיעה והמנוע עשוי לדומם,2014-09-17
05669650,תקלה סידרתית בטיחותית,מנוע ומערכותיו,רגל הנהג עלולה לפגוע במפתח הרכב ולהעביר/להוציא  את מתג ההתנעה ממצב נסיעה והמנוע עשוי לדומם,2014-09-17
05678350,תקלה סידרתית בטיחותית,מנוע ומערכותיו,צמת חוטים לחיישן מצב המצערת TPS,2011-03-22
05678350,קמפיין שרות טכני,מנוע ומערכותיו,החלפת מזרקים במנועי דיזל,2011-12-26
05678750,תקלה סידרתית בטיחותית,מנוע ומערכותיו,מערכת ABS,2011-12-20
05679070,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05680680,תקלה סידרתית בטיחותית,מנוע ומערכותיו,אפשרות לליקוי ברצועת התזמון,2021-08-08
05683670,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
05684650,תקלה סידרתית בטיחותית,מנוע ומערכותיו,רגל הנהג עלולה לפגוע במפתח הרכב ולהעביר/להוציא  את מתג ההתנעה ממצב נסיעה והמנוע עשוי לדומם,2014-09-17
05688270,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05689070,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05690070,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אויר צד נהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2017-04-18
05690070,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן פתיחה.,2018-04-15
05690270,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05690970,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05692370,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אויר צד נהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2017-04-18
05692370,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן פתיחה.,2018-04-15
05694670,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן פתיחה.,2017-07-30
05694670,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נהג עלולה לפזר חלקיקי מתכת בזמן פתיחה.,2017-02-06
05696920,קמפיין שרות טכני,היגוי ומתלים,זרוע מיתלה קדמי,2011-11-27
05697680,תקלה סידרתית בטיחותית,מנוע ומערכותיו,אפשרות לליקוי ברצועת התזמון,2021-08-08
05697950,תקלה סידרתית בטיחותית,מנוע ומערכותיו,רגל הנהג עלולה לפגוע במפתח הרכב ולהעביר/להוציא  את מתג ההתנעה ממצב נסיעה והמנוע עשוי לדומם,2014-09-17
05700270,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05700350,תקלה סידרתית בטיחותית,מנוע ומערכותיו,צמת חוטים לחיישן מצב המצערת TPS,2011-03-22
05701270,תקלה סידרתית בטיחותית,כריות אוויר,חשש לחומרים מסוכנים בעת ניפוח כרית אוויר צד נוסע,2022-12-25
05702070,תקלה סידרתית בטיחותית,כריות אוויר,חשש לחומרים מסוכנים בעת ניפוח כרית אוויר צד נוסע,2022-12-25
05702270,תקלה סידרתית בטיחותית,כריות אוויר,חשש לחומרים מסוכנים בעת ניפוח כרית אוויר צד נוסע,2022-12-25
05704930,תקלה סידרתית בטיחותית,אחר,חשש שלא תתבצע העברת המערכת ההיברידית למצב בטוח כנדרש על ידי התוכנה האחראית על העברה זו,2020-07-07
05705170,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נהג עלולה לפזר חלקיקי מתכת בזמן פתיחה.,2017-02-06
05705170,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן פתיחה.,2017-02-06
05709880,תקלה סידרתית בטיחותית,מנוע ומערכותיו,אפשרות לליקוי ברצועת התזמון,2021-08-08
05710020,קמפיין שרות טכני,היגוי ומתלים,זרוע מיתלה קדמי,2011-11-27
05710420,קמפיין שרות טכני,היגוי ומתלים,זרוע מיתלה קדמי,2011-11-27
05711680,תקלה סידרתית בטיחותית,מנוע ומערכותיו,אפשרות לליקוי ברצועת התזמון,2021-08-08
05713220,קמפיין שרות טכני,היגוי ומתלים,זרוע מיתלה קדמי,2011-11-27
05714470,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05715070,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05716150,תקלה סידרתית בטיחותית,מנוע ומערכותיו,רגל הנהג עלולה לפגוע במפתח הרכב ולהעביר/להוציא  את מתג ההתנעה ממצב נסיעה והמנוע עשוי לדומם,2014-09-17
05716370,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05716870,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05719970,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05720020,קמפיין שרות טכני,היגוי ומתלים,זרוע מיתלה קדמי,2011-11-27
05720250,תקלה סידרתית בטיחותית,מנוע ומערכותיו,צמת חוטים לחיישן מצב המצערת TPS,2011-03-22
05721970,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05723670,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05725120,קמפיין שרות טכני,היגוי ומתלים,זרוע מיתלה קדמי,2011-11-27
05725220,קמפיין שרות טכני,היגוי ומתלים,זרוע מיתלה קדמי,2011-11-27
05725270,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05727750,תקלה סידרתית בטיחותית,מנוע ומערכותיו,צמת חוטים לחיישן מצב המצערת TPS,2011-03-22
05729850,תקלה סידרתית בטיחותית,מנוע ומערכותיו,מערכת ABS,2011-12-20
05729870,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן פתיחה,2017-04-18
05730030,תקלה סידרתית בטיחותית,מערכת הדלק,"קיים חשש להתפתחות של סדק בתושבת צינור האוורור של מיכל הדלק, אשר עלול להוביל לדליפת דלק.",2022-12-12
05730450,תקלה סידרתית בטיחותית,מנוע ומערכותיו,מערכת ABS,2011-12-20
05730730,תקלה סידרתית בטיחותית,אחר,חשש שלא תתבצע העברת המערכת ההיברידית למצב בטוח כנדרש על ידי התוכנה האחראית על העברה זו,2020-07-07
05731050,תקלה סידרתית בטיחותית,מנוע ומערכותיו,רגל הנהג עלולה לפגוע במפתח הרכב ולהעביר/להוציא  את מתג ההתנעה ממצב נסיעה והמנוע עשוי לדומם,2014-09-17
05731370,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05732150,תקלה סידרתית בטיחותית,מנוע ומערכותיו,רגל הנהג עלולה לפגוע במפתח הרכב ולהעביר/להוציא  את מתג ההתנעה ממצב נסיעה והמנוע עשוי לדומם,2014-09-17
05732470,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05733150,תקלה סידרתית בטיחותית,מנוע ומערכותיו,רגל הנהג עלולה לפגוע במפתח הרכב ולהעביר/להוציא  את מתג ההתנעה ממצב נסיעה והמנוע עשוי לדומם,2014-09-17
05735880,תקלה סידרתית בטיחותית,מנוע ומערכותיו,אפשרות לליקוי ברצועת התזמון,2021-08-08
05739070,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
05739180,תקלה סידרתית בטיחותית,מנוע ומערכותיו,אפשרות לליקוי ברצועת התזמון,2021-08-08
05739480,תקלה סידרתית בטיחותית,מנוע ומערכותיו,אפשרות לליקוי ברצועת התזמון,2021-08-08
05741780,תקלה סידרתית בטיחותית,מנוע ומערכותיו,אפשרות לליקוי ברצועת התזמון,2021-08-08
05743680,תקלה סידרתית בטיחותית,מנוע ומערכותיו,אפשרות לליקוי ברצועת התזמון,2021-08-08
05744080,תקלה סידרתית בטיחותית,מנוע ומערכותיו,אפשרות לליקוי ברצועת התזמון,2021-08-08
05744280,תקלה סידרתית בטיחותית,מנוע ומערכותיו,אפשרות לליקוי ברצועת התזמון,2021-08-08
05745680,תקלה סידרתית בטיחותית,מנוע ומערכותיו,אפשרות לליקוי ברצועת התזמון,2021-08-08
05747970,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05750270,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05751350,תקלה סידרתית בטיחותית,מנוע ומערכותיו,צמת חוטים לחיישן מצב המצערת TPS,2011-03-22
05755050,תקלה סידרתית בטיחותית,מנוע ומערכותיו,צמת חוטים לחיישן מצב המצערת TPS,2011-03-22
05755820,קמפיין שרות טכני,היגוי ומתלים,זרוע מיתלה קדמי,2011-11-27
05756810,קמפיין שרות טכני,היגוי ומתלים,חישוקי גלגלים,2012-01-05
05756810,תקלה סידרתית בטיחותית,מנוע ומערכותיו,צינור דלק,2012-01-05
05765180,תקלה סידרתית בטיחותית,מנוע ומערכותיו,אפשרות לליקוי ברצועת התזמון,2021-08-08
05765670,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
05766370,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן פתיחה,2017-04-18
05768880,תקלה סידרתית בטיחותית,מנוע ומערכותיו,אפשרות לליקוי ברצועת התזמון,2021-08-08
05770050,תקלה סידרתית בטיחותית,מנוע ומערכותיו,צמת חוטים לחיישן מצב המצערת TPS,2011-03-22
05770050,קמפיין שרות טכני,מנוע ומערכותיו,החלפת מזרקים במנועי דיזל,2011-12-26
05772070,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05774750,תקלה סידרתית בטיחותית,מנוע ומערכותיו,צמת חוטים לחיישן מצב המצערת TPS,2011-03-22
05774780,תקלה סידרתית בטיחותית,מנוע ומערכותיו,אפשרות לליקוי ברצועת התזמון,2021-08-08
05774850,תקלה סידרתית בטיחותית,מנוע ומערכותיו,מערכת ABS,2011-12-20
05774870,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05774880,תקלה סידרתית בטיחותית,מנוע ומערכותיו,אפשרות לליקוי ברצועת התזמון,2021-08-08
05775480,תקלה סידרתית בטיחותית,מנוע ומערכותיו,אפשרות לליקוי ברצועת התזמון,2021-08-08
05775770,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן פתיחה.,2017-07-30
05775770,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נהג עלולה לפזר חלקיקי מתכת בזמן פתיחה.,2017-02-06
05775850,תקלה סידרתית בטיחותית,מנוע ומערכותיו,צמת חוטים לחיישן מצב המצערת TPS,2011-03-22
05775860,תקלה סידרתית בטיחותית,מערכת הבטיחות,בחלק מהרכבים אפשרות לכשל במערכת הניפוח של כרית האויר.,2015-07-05
05776170,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05776670,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05779470,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05779570,תקלה סידרתית בטיחותית,כריות אוויר,יחידת הניפוח בצד הנהג עלולה לפזר חלקיקי מתכת בזמן פתיחה,2021-10-17
05780760,תקלה סידרתית בטיחותית,כריות אוויר,חשש שהסמל/הלוגו שעג כיסוי כרית אוויר נהג עלול להתפרק בעת תאונה,2021-07-22
05781560,תקלה סידרתית בטיחותית,כריות אוויר,חשש שהסמל/הלוגו שעג כיסוי כרית אוויר נהג עלול להתפרק בעת תאונה,2021-07-21
05781880,תקלה סידרתית בטיחותית,בלמים,אפשרות להפחתה ביעילות מערכת סיוע לבלימה כתוצאה מבלאי ופגיעה בעמידות רצועת התזמון,2020-12-07
05787270,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן פתיחה,2017-04-18
05790320,קמפיין שרות טכני,היגוי ומתלים,תקלה בחיבור כדורי של זרוע קדמית תחתונה,2011-11-27
05790970,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן פתיחה,2017-04-18
05791180,תקלה סידרתית בטיחותית,מנוע ומערכותיו,אפשרות לליקוי ברצועת התזמון,2021-08-08
05791250,תקלה סידרתית בטיחותית,מנוע ומערכותיו,טיפות שמן עלולות לנזול בעת בלימה חזקה מהמנוע לסעפת הפליטה,2011-12-27
05791250,תקלה סידרתית בטיחותית,מנוע ומערכותיו,רגל הנהג עלולה לפגוע במפתח הרכב ולהעביר/להוציא  את מתג ההתנעה ממצב נסיעה והמנוע עשוי לדומם,2014-09-17
05791480,תקלה סידרתית בטיחותית,מנוע ומערכותיו,אפשרות לליקוי ברצועת התזמון,2021-08-08
05791670,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אוויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן אמת,2019-09-16
05792650,תקלה סידרתית בטיחותית,מנוע ומערכותיו,רגל הנהג עלולה לפגוע במפתח הרכב ולהעביר/להוציא  את מתג ההתנעה ממצב נסיעה והמנוע עשוי לדומם,2014-09-17
05793450,תקלה סידרתית בטיחותית,מנוע ומערכותיו,רגל הנהג עלולה לפגוע במפתח הרכב ולהעביר/להוציא  את מתג ההתנעה ממצב נסיעה והמנוע עשוי לדומם,2014-09-17
05793450,תקלה סידרתית בטיחותית,מנוע ומערכותיו,יתכן מצב שבו בעת בלימה חזקה יינזלו טיפות שמן מהמנוע לסעפת הפליטה.,2016-03-16
05795180,תקלה סידרתית בטיחותית,מנוע ומערכותיו,אפשרות לליקוי ברצועת התזמון,2021-08-08
05796670,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן פתיחה,2017-04-18
05797050,תקלה סידרתית בטיחותית,מנוע ומערכותיו,רגל הנהג עלולה לפגוע במפתח הרכב ולהעביר/להוציא  את מתג ההתנעה ממצב נסיעה והמנוע עשוי לדומם,2014-09-17
05797750,תקלה סידרתית בטיחותית,מנוע ומערכותיו,יתכן מצב שבו בעת בלימה חזקה יינזלו טיפות שמן מהמנוע לסעפת הפליטה.,2016-03-16
05797750,תקלה סידרתית בטיחותית,מנוע ומערכותיו,רגל הנהג עלולה לפגוע במפתח הרכב ולהעביר/להוציא  את מתג ההתנעה ממצב נסיעה והמנוע עשוי לדומם,2014-09-17
05798350,תקלה סידרתית בטיחותית,מנוע ומערכותיו,רגל הנהג עלולה לפגוע במפתח הרכב ולהעביר/להוציא  את מתג ההתנעה ממצב נסיעה והמנוע עשוי לדומם,2014-09-17
05798350,תקלה סידרתית בטיחותית,מנוע ומערכותיו,יתכן מצב שבו בעת בלימה חזקה יינזלו טיפות שמן מהמנוע לסעפת הפליטה.,2016-03-16
05799170,תקלה סידרתית בטיחותית,כריות אוויר,יחידת ניפוח כרית אויר צד נוסע עלולה לפזר חלקיקי מתכת בזמן פתיחה,2017-04-18
05799460,תקלה סידרתית בטיחותית,מערכת הבטיחות,בחלק מהרכבים אפשרות לכשל במערכת הניפוח של כרית האויר.,2015-07-05
05799660,תקלה סידרתית בטיחותית,כריות אוויר,חשש שהסמל/הלוגו שעג כיסוי כרית אוויר נהג עלול להתפרק בעת תאונה,2021-07-21
05799680,תקלה סידרתית בטיחותית,מנוע ומערכותיו,אפשרות לליקוי ברצועת התזמון,2021-08-08
05800250,תקלה סידרתית בטיחותית,מנוע ומערכותיו,רגל הנהג עלולה לפגוע במפתח הרכב ולהעביר/להוציא  את מתג ההתנעה ממצב נסיעה והמנוע עשוי לדומם,2014-09-17
05800350,תקלה סידרתית בטיחותית,מנוע ומערכותיו,רגל הנהג עלולה לפגוע במפתח הרכב ולהעביר/להוציא  את מתג ההתנעה ממצב נסיעה והמנוע עשוי לדומם,2014-09-17
05801460,תקלה סידרתית בטיחותית,כריות אוויר,חשש שהסמל/הלוגו שעג כיסוי כרית אוויר נהג עלול להתפרק בעת תאונה,2021-07-21
05801560,תקלה סידרתית בטיחותית,כריות אוויר,חשש שהסמל/הלוגו שעג כיסוי כרית אוויר נהג עלול להתפרק בעת תאונה,2021-07-22
05801950,קמפיין שרות טכני,מנוע ומערכותיו,החלפת מזרקים במנועי דיזל,2011-12-26
05801950,תקלה סידרתית בטיחותית,מנוע ומערכותיו,צמת חוטים לחיישן מצב המצערת TPS,2011-03-22
05802260,תקלה סידרתית בטיחותית,כריות אוויר,חשש שהסמל/הלוגו שעג כיסוי כרית אוויר נהג עלול להתפרק בעת תאונה,2021-07-22
05803050,תקלה סידרתית בטיחותית,מנוע ומערכותיו,צמת חוטים לחיישן מצב המצערת TPS,2011-03-22
05803760,תקלה סידרתית בטיחותית,כריות אוויר,חשש שהסמל/הלוגו שעג כיסוי כרית אוויר נהג עלול להתפרק בעת תאונה,2021-07-21
