RECALL_ID|TOZAR_CD|TOZAR_TEUR|DEGEM|SHNAT_RECALL|BUILD_BEGIN_A|BUILD_END_A|SUG_RECALL|SUG_TAKALA|TEUR_TAKALA|OFEN_TIKUN|TKINA_EU|YEVUAN_TEUR|TELEPHONE|WEBSITE
"13577"|"001"|"TOYOTA"|"PRIUS,LEXUS CT"|"2021"|"2012-01-01"|"2013-12-31"|"תקלה סידרתית בטיחותית"|"מערכת הדלק"|"קיים חשש להיווצרות סדק בתושבת חיבור צינור אדי הדלק למיכל הדלק."|"החלפה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"13578"|"001"|"TOYOTA"|"CAMRY"|"2021"|"2019-01-01"|"2019-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"קיים חשש לדליפת נוזל קירור אשר עלול לגרום לנזק מכני במנוע."|"בדיקה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"13579"|"009"|"BMW"|"M5,M8,XM6,F90,F91,F96"|"2021"|"2018-02-01"|"2020-02-28"|"קמפיין שרות טכני"|"מערכת הדלק"|"אבחון מערכת אוורור דלק"|"עדכון תוכנה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"13582"|"001"|"TOYOTA"|"PRIUS"|"2021"|"2012-01-01"|"2012-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"קיים חשש לכשל ביחידת הבקרה של ממיר המתחים (אינוורטר)"|"עדכון תוכנה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"13583"|"001"|"TOYOTA"|"RAV4"|"2021"|"1997-01-01"|"1999-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"קיים חשש שכרית אוויר נהג לא תתפרס כנדרש בעת הצורך."|"בדיקה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"13584"|"034"|"LAND ROVER"|"DISCOVERY"|"2021"|"2019-01-01"|"2021-12-31"|"תקלה סידרתית בטיחותית"|"חשמל אליקטרוניקה ומיזוג"|"מגע רופף בחיבור מינוס המצב לגוף הרכב"|"החלפה"|"M1"|"חברת המזרח"|"03-9213588 ,*8998"|"WWW.LANDROVER.CO.IL"
"13585"|"122"|"ACCESS MOTOR"|"AX-600"|"2021"|"2020-01-01"|"2021-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"היתכנות התרופפות אום ציריה"|"הידוק"|"M1"|"מטרו מוטור שווק )1891( בעמ"|"*9696"|"WWW.METRO.CO.IL/RECALL"
"13586"|"001"|"TOYOTA"|"AVENSIS VERSO,LEXUS SC"|"2021"|"2001-01-01"|"2002-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"קיים חשש שכרית אוויר נוסע לא תתפרס כנדרש בעת הצורך"|"החלפה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"13587"|"009"|"BMW"|"1,2,3,4,5,6"|"2021"|"2019-03-01"|"2019-10-31"|"קמפיין שרות טכני"|"אחר"|"עדכון תוכנה מודול ATM"|"עדכון תוכנה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"13588"|"001"|"TOYOTA"|"YARIS"|"2021"|"2015-01-01"|"2017-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"קיים חשש כי לחות שחדרה לתוך יחידת הניפוח תפגום בפעולתה בעת הצורך בעת תאונה"|"החלפה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"13590"|"060"|"BUICK"|"RIVIERA"|"2021"|"1995-01-01"|"1995-12-31"|"תקלה סידרתית בטיחותית"|"חגורות בטיחות"|"ייתכן מצב בו חגורות בטיחות הכתפיים האחוריות עלולות שלא להימשך לאחור."|"בדיקה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"13592"|"011"|"CHEVROLET"|"TAHOE"|"2021"|"1994-01-01"|"1996-12-31"|"תקלה סידרתית בטיחותית"|"אביזרים"|"מנועי המגבים של השמשה הקדמית עלולים להיכשל לאחר שנה או יותר וכתוצאה מכך המגבים השמשה הקדמית יכולים לעבוד לסירוגין או בכל"|"החלפה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"13593"|"060"|"BUICK"|"REGAL"|"2021"|"1995-01-01"|"1995-12-31"|"תקלה סידרתית בטיחותית"|"חגורות בטיחות"|"פלטת עוגן חגורת הבטיחות האחורית עלולה להיסדק. במצב בו קיים סדק ובהתרחש תאונת דרכים, עוגן חגורת הבטיחות עלול להיסדק, ולהו"|"החלפה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"13594"|"060"|"BUICK"|"PARK AVENUE"|"2021"|"1997-01-01"|"1997-12-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"מודול בקרת הבלמים האלקטרוני עלול לגרום למערכת הבלמים A ABS לפעול שלא כצורך. הדבר עלול לגרום לעלייה במרחק עצירת הר"|"החלפה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"13595"|"011"|"CHEVROLET"|"TAHOE"|"2021"|"2000-01-01"|"2000-12-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"ייתכן ויתרחש מצב בו מערכת הבלמים עלולה לאבד לחץ ונוזל בלמים."|"החלפה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"13596"|"011"|"CHEVROLET"|"TAHOE"|"2021"|"2000-01-01"|"2001-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"ייתכן מצב בו אטמי הגלגלים האחוריים רופפים או חסרים. בהתקיים תנאים מסוימים גזי פליטה יכולים להצטבר בגלגל האחורי. גזי פליט"|"בדיקה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"13597"|"010"|"CADILLAC"|"DEVILLE"|"2021"|"1997-01-01"|"1999-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"כריות האוויר הצדדיות עלולות להיפתח באופן בלתי צפוי, ללא התנגשות, כאשר הרכב מתחיל או במהלך נסיעה רגילה."|"החלפה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CADILLAC.CO.IL"
"13598"|"001"|"TOYOTA"|"COROLLA"|"2021"|"2016-01-01"|"2016-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"קיים חשש להיווצרות קצר פנימי ביחידת בקרת כריות האוויר."|"החלפה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"13599"|"001"|"TOYOTA"|"HIGHLANDER"|"2021"|"2019-01-01"|"2020-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"קיים חשש לכשל במנוע."|"עדכון תוכנה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"13600"|"024"|"GMC"|"SUBURBAN"|"2021"|"1997-01-01"|"1998-12-31"|"תקלה סידרתית בטיחותית"|"חשמל אליקטרוניקה ומיזוג"|"ייתכן מצב בו עלול להיווצר קצר חשמלי במתג הפעלת המראה החיצונית בדלת הנהג, דבר אשר פוגע בתפקודו התקין"|"טיפול"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|""
"13603"|"060"|"BUICK"|"RIVIERA"|"2021"|"1997-01-01"|"1997-12-31"|"תקלה סידרתית בטיחותית"|"חגורות בטיחות"|"ייתכן מצב בו חגורות בטיחות הכתפיים הקדמיות עלולות להסתובב וכתוצאה מכך חגורת הבטיחות עלולה להיתפס ובכך לפגוע בשמישות חגור"|"בדיקה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"13608"|"002"|"MAZDA"|"CX5"|"2021"|"2013-01-01"|"2016-12-31"|"תקלה סידרתית בטיחותית"|"מרכב ושילדה"|"כשל במעטה הגנה בפני חלודה העלול לגרום לנפילה פתאומית של דלת תא מטען."|"החלפה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.MAZDA.CO.IL/RECALL.ASPX"
"13610"|"034"|"LAND ROVER"|"DISCOVERY SPORT,NEW RANGE ROVER EVOQUE"|"2021"|"2019-01-01"|"2020-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"חשש לעומס חשמלי שעלול להוביל לקצר ולהתחממות יתר של ממיר DC/DC."|"עדכון תוכנה"|"M1"|"חברת המזרח"|"03-9213588 ,*8998"|"WWW.LANDROVER.CO.IL"
"13611"|"009"|"BMW"|"5"|"2021"|"2017-11-09"|"2017-11-30"|"קמפיין שרות טכני"|"אחר"|"עדכון תוכנת לוח מחוונים"|"עדכון תוכנה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"13612"|"024"|"GMC"|"SAVANA"|"2021"|"2003-01-01"|"2003-12-31"|"תקלה סידרתית בטיחותית"|"חגורות בטיחות"|"ייתכן ולאחר תאונה אבזמי חגורת הבטיחות קדמית לא ישתחררו, או לסירוגין חגורת הבטיחות הקדמית עלולה להשתחרר מאבזם הבטיחות במה"|"החלפה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|""
"13613"|"011"|"CHEVROLET"|"TAHOE,PICKUP"|"2021"|"1994-01-01"|"1996-12-31"|"תקלה סידרתית בטיחותית"|"אביזרים"|"מנועי המגבים של השמשה הקדמית עלולים להיכשל לאחר שנה או יותר וכתוצאה מכך המגבים השמשה הקדמית יכולים לעבוד לסירוגין או בכל"|"החלפה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"13614"|"039"|"MITSUBISHI"|"LANCER"|"2021"|"2004-01-01"|"2008-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"במקרים קיצוניים שהרכב נחשף לרמות גבוהות של לחות למשך זמן ממושך, חומר הדחף עלול להתקלקל ולגרום ללחץ פנימי במהלך פתיחת כרי"|"החלפה"|"M1"|"כלמוביל מיצובישי"|"*3151"|"WWW.MITSUBISHI-ISRAEL.CO.IL"
"13615"|"010"|"CADILLAC"|"DTS"|"2021"|"2006-01-01"|"2006-12-31"|"תקלה סידרתית בטיחותית"|"היגוי ומתלים"|"ייתכן וצינור הגה הכוח פגום וכתוצאה מכך  תתכן דליפת נוזל הגה כוח. במקרה של דליפת נוזל הגה כוח, הנהג עלול להידרש מאמץ מוגב"|"החלפה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CADILLAC.CO.IL"
"13616"|"024"|"GMC"|"SAVANA"|"2021"|"2003-01-01"|"2006-12-31"|"תקלה סידרתית בטיחותית"|"חגורות בטיחות"|"קיים מצב בו אבזמי חגורות הבטיחות למושבים הקדמיים עלולים שלא לתפקד כהלכה."|"בדיקה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|""
"13618"|"001"|"TOYOTA"|"C-HR"|"2021"|"2017-01-01"|"2017-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"קיים חשש להתקנה לקויה של כיסוי המושב הקדמי."|"בדיקה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"13622"|"011"|"CHEVROLET"|"SUBURBAN,TAHOE"|"2021"|"2000-01-01"|"2002-12-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"ייתכן ותיווצר קורוזיה להתרחש בין המיסב לחיישן מהירות הגלגל הקדמי. במידה והבלמים מופעלים בזמן שהרכב נוסע במהירות של יותר"|"טיפול"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"13623"|"024"|"GMC"|"YUKON"|"2021"|"2000-01-01"|"2002-12-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"ייתכן ותיווצר קורוזיה להתרחש בין המיסב לחיישן מהירות הגלגל הקדמי. במידה והבלמים מופעלים בזמן שהרכב נוסע במהירות של יותר"|"טיפול"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|""
"13624"|"011"|"CHEVROLET"|"TRAIL BLAZER"|"2021"|"2002-01-01"|"2004-12-31"|"תקלה סידרתית בטיחותית"|"חשמל אליקטרוניקה ומיזוג"|"ייתכן מגע לקוי בין שקע בית המנורה לפנס הבלימה, דבר אשר עלול לגרום להפעלה בלתי תקינה של פנס הבלימה או/ו לאי פעילותו כלל."|"בדיקה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"13626"|"011"|"CHEVROLET"|"CORVETTE"|"2021"|"1997-01-01"|"2002-12-31"|"תקלה סידרתית בטיחותית"|"היגוי ומתלים"|"תיתכן תקלה במערכת נעילת עמודה האלקטרונית (ECL) אשר עלולה לאפשר להאיץ את מהירות הרכב בעוד שמערכת ההיגוי נעולה או לחילופין"|"טיפול"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"13627"|"011"|"CHEVROLET"|"LUMINA"|"2021"|"1997-01-01"|"1998-12-31"|"תקלה סידרתית בטיחותית"|"היגוי ומתלים"|"ייתכן מצב בו המיסב התחתון של סבבת מסרק הגה הכח עלול להתפרק. בהתקיים האמור, הנהג עלול להרגיש חוסר תגבור למערכת ההגה (הגה"|"בדיקה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"13628"|"114"|"ZERO MOTORCYCLES"|"SR/F"|"2021"|"2020-01-01"|"2020-12-31"|"תקלה סידרתית בטיחותית"|"חשמל אליקטרוניקה ומיזוג"|"היתכנות לחוסר תפקוד מתג הבלם הקדמי, כתוצאה מתקלה בייצור שעלולה לגרום לכשל חשמלי במכלול.  במקרה כזה אור הבלם לא יפעל למרו"|"החלפה"|"M1"|"מטרו מוטור שווק )1891( בעמ"|"*9697"|""
"13630"|"001"|"TOYOTA"|"RAV4"|"2021"|"2009-01-01"|"2012-12-31"|"תקלה סידרתית בטיחותית"|"אביזרים"|"קיים חשש לפעולה לא תקינה של מגבי השמשה הקדמית."|"החלפה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"13632"|"011"|"CHEVROLET"|"CAPTIVA"|"2021"|"2007-01-01"|"2010-12-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"ייתכן והנהג עלול לחוש תחושה 'ספוגית' בעת לחיצה על שדוושת הבלם או לחליפין כי מהלך דוושת הבלם ארוך מהרגיל."|"בדיקה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"13633"|"011"|"CHEVROLET"|"CAPTIVA"|"2021"|"2007-01-01"|"2008-12-31"|"תקלה סידרתית בטיחותית"|"היגוי ומתלים"|"מוט הקישור עלול להתנתק ממוט ההגה עקב הרכבה לקויה בפס היצור."|"בדיקה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"13634"|"011"|"CHEVROLET"|"CAMARO"|"2021"|"2016-01-01"|"2017-12-31"|"תקלה סידרתית בטיחותית"|"היגוי ומתלים"|"ייתכן ומנוע הגה הכוח החשמלי ייפרד ממסרק ההגה עקב קורוזיה של ברגים המחברים ביניהם. בהתקיים מצב זה ייתכן אובדן פתאומי של י"|"החלפה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"13635"|"011"|"CHEVROLET"|"CAPTIVA"|"2021"|"2007-01-01"|"2010-12-31"|"תקלה סידרתית בטיחותית"|"אביזרים"|"ייתכן בלאי חריג של צילינדר המפתח אשר עלול לגרום למצב בו מנוע הרכב יופעל כאשר המפתח במתג ההתנעה במצב כבוי."|"החלפה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"13636"|"011"|"CHEVROLET"|"CAMARO"|"2021"|"2010-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"אביזרים"|"ייתכן ונמכרו מפתחות לא תקינים כמפתחות חלופיים"|"בדיקה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"13638"|"001"|"TOYOTA"|"SC"|"2021"|"2008-01-01"|"2008-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"קיים חשש לפריסה לא תקינה של כרית האוויר בצד הנוסע."|"החלפה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"13640"|"010"|"CADILLAC"|"ESCALADE"|"2021"|"2009-01-01"|"2009-12-31"|"תקלה סידרתית בטיחותית"|"מערכת הדלק"|"תתכן חדירת מים ליחידת בקרת מערכת הדלק אשר עלולה לגרום למנורת המנוע להידלק, להופעת קודי תקלה ולקשיים בעת הנעת הרכב או בנס"|"החלפה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CADILLAC.CO.IL"
"13641"|"060"|"BUICK"|"ENCLAVE"|"2021"|"2008-01-01"|"2008-12-31"|"תקלה סידרתית בטיחותית"|"אביזרים"|"ייתכן וזרוע מגב השמשה יתנתק ממנגנון הפעלת המגב כתוצאה מפעילותו במצבי שלג או ברד מאסיביים. בהתקיים האמור, ראות הנהג עלולה"|"החלפה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CHEVROLET.CO.IL"
"13643"|"010"|"CADILLAC"|"CTS"|"2021"|"2005-01-01"|"2007-12-31"|"תקלה סידרתית בטיחותית"|"מנוע ומערכותיו"|"תתכן נזילת שמן מטבעת האטימה אשר עלולה לגרום נזק לדיפרנציאל הסרן האחורי."|"החלפה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CADILLAC.CO.IL"
"13645"|"001"|"TOYOTA"|"COROLLA"|"2021"|"2014-01-01"|"2014-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"קיים חשש לפריסה לא תקינה של כריות האוויר."|"טיפול"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"13646"|"001"|"TOYOTA"|"YARIS"|"2021"|"2008-01-01"|"2008-12-31"|"תקלה סידרתית בטיחותית"|"מרכב ושילדה"|"קיים חשש כי מנגנון נעילת המושב לא יפעל כראוי"|"החלפה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"13647"|"001"|"TOYOTA"|"AVALON"|"2021"|"2010-01-01"|"2011-12-31"|"תקלה סידרתית בטיחותית"|"חשמל אליקטרוניקה ומיזוג"|"קיים חשש לקצר בצמת הרמקול סאב וופר."|"התקנת אביזר"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"13653"|"001"|"TOYOTA"|"SIENNA"|"2021"|"2014-01-01"|"2016-12-31"|"תקלה סידרתית בטיחותית"|"חשמל אליקטרוניקה ומיזוג"|"החלפת נתיך לדלת הזזה חשמלית"|"החלפה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"13654"|"009"|"BMW"|"X5"|"2021"|"2016-03-01"|"2017-06-30"|"קמפיין שרות טכני"|"מנוע ומערכותיו"|"בשל ריבוי התנעת המנוע, יחד עם עומס גבוה בתפעול מנוע הבעירה, נוצרים תנאי הפעלה של מקדמי בעירה ובמקרים ספורים עלולים לגרום"|"עדכון תוכנה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"13655"|"009"|"BMW"|"X5"|"2021"|"2017-06-01"|"2018-02-28"|"תקלה סידרתית בטיחותית"|"חשמל אליקטרוניקה ומיזוג"|"חשש לכשל בכבל טעינה"|"בדיקה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"13657"|"009"|"BMW"|"5,8"|"2021"|"2019-03-01"|"2019-10-31"|"קמפיין שרות טכני"|"אחר"|"עדכון תוכנה מודול ATM"|"עדכון תוכנה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"13658"|"001"|"TOYOTA"|"LANDCRUISER,LEXUS GX,LEXUS LS"|"2021"|"2003-01-01"|"2006-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"קיים חשש להיווצרות קצר פנימי ביחידת בקרת כריות האוויר"|"החלפה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"13659"|"001"|"TOYOTA"|"HI-LUX,RAV4,YARIS"|"2021"|"2003-01-01"|"2008-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"קיים חשש כי רכיב הניפוח של כרית אוויר נהג נפגם בתהליך הייצור או האחסון"|"החלפה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"13660"|"001"|"TOYOTA"|"AVENSIS,COROLLA,YARIS,SEQUOIA,LEXUS SC"|"2021"|"2003-01-01"|"2007-12-31"|"תקלה סידרתית בטיחותית"|"כריות אוויר"|"קיים חשש כי רכיב הניפוח של כרית אוויר נוסע נפגם בתהליך הייצור או האחסון"|"החלפה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"13661"|"001"|"TOYOTA"|"RAV4"|"2021"|"2006-01-01"|"2012-12-31"|"תקלה סידרתית בטיחותית"|"חגורות בטיחות"|"הוספת מגן לחגורות בטיחות אחוריות"|"התקנת אביזר"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"13663"|"001"|"TOYOTA"|"LEXUS NX"|"2021"|"2016-01-01"|"2016-12-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"חשש שבלם החניה החשמלי לא יופעל באופן אוטומטי במצבים מסויימים"|"עדכון תוכנה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"13664"|"001"|"TOYOTA"|"PRIUS"|"2021"|"2009-01-01"|"2010-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"חשש להיווצרות סדק זעיר במיכל הגז שבקצה מיכל הריתוך."|"טיפול"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"13665"|"003"|"HONDA"|"ACCORD,INSIGHT"|"2021"|"2018-01-01"|"2020-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"תקשורת מחשבים לא יציבה עלולה לגרום לחלק ממערכות הבטיחות לא לתפקד כנדרש"|"עדכון תוכנה"|"M1"|"מאיר חברה למכוניות ומשאיות בע"|"*5789"|"WWW.MCT.CO.IL/RECALL"
"13666"|"123"|"CF MOTO"|"250"|"2021"|"2020-01-01"|"2020-12-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"אפשרות לסדק בחיבור לצינורות בולם משולש תחתון"|"החלפה"|"M1"|"עופר חברה לרכב בעמ"|"03-5158871/17"|""
"13668"|"043"|"POLARIS"|"RANGER 1000,RANGER 1000XP"|"2021"|"2020-01-01"|"2021-12-31"|"תקלה סידרתית בטיחותית"|"בלמים"|"תקלה בדוושת האצה שעלולה לגרום לירידה איטית בסיבובי מנוע של כלי הרכב"|"החלפה"|"M1"|"דוד לובינסקי בעמ"|"*2171"|"WWW.MOTOSPORT.CO.IL/MOTO-SPORT-RECALL"
"13669"|"009"|"BMW"|"X6"|"2021"|"2020-10-07"|"2020-10-31"|"קמפיין שרות טכני"|"חשמל אליקטרוניקה ומיזוג"|"יתכן וכבל אספקת מתח לא חובר כראוי למתנע/אלטרנטור ועלול לגרום להתחממות מקומית"|"בדיקה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"13672"|"009"|"BMW"|"X6"|"2021"|"2020-10-14"|"2020-10-30"|"תקלה סידרתית בטיחותית"|"בלמים"|"במקרה של בלימת חרום קיימת אפשרות שמערכת סיוע לבלימה לא תפעל בצורה תקינה."|"החלפה"|"M1"|"דלק מוטורס בעמ"|"08-9139995"|"WWW.BMW.CO.IL/RECALL/INDEX.HTML"
"13673"|"003"|"HONDA"|"CR-V"|"2021"|"2002-01-01"|"2006-12-31"|"תקלה סידרתית בטיחותית"|"חשמל אליקטרוניקה ומיזוג"|"מים עלולים לחדור למתג החלונות החשמליים בדלת הנהג ולפגוע בפעולתו התקינה"|"החלפה"|"M1"|"מאיר חברה למכוניות ומשאיות בע"|"*5789"|"WWW.MCT.CO.IL/RECALL"
"13674"|"001"|"TOYOTA"|"AVALON,LEXUS ES"|"2021"|"2013-01-01"|"2015-12-31"|"תקלה סידרתית בטיחותית"|"מערכת הבטיחות"|"קיים חשש כי מערכת קדם התנגשות לא תפעל כראוי"|"החלפה"|"M1"|"יוניון מוטורס בעמ"|"1-800-22-1514"|"WWW.TOYOTA.CO.IL/SERVICE-AND-ACCESSORIES/RECALL"
"13675"|"115"|"HONDA MOTORCYCLES"|"CF1000,CG1100"|"2021"|"2018-01-01"|"2020-12-31"|"תקלה סידרתית בטיחותית"|"מערכת הדלק"|"מסנן משאבת הדלק עלול להיסתם כתוצאה מתקלה בהליך ייצור"|"החלפה"|"L3"|"מאיר חברה למכוניות ומשאיות בע"|"03-9182100"|"WWW.HONDABIKE.CO.IL/RECALL"
"13677"|"010"|"CADILLAC"|"XT5"|"2021"|"2020-01-01"|"2020-12-31"|"תקלה סידרתית בטיחותית"|"אחר"|"יצרן הצמיגים CT  עדכן כי עלול להיות מצב ובו ייתכנו סדקים בדופן הצמיג, אובדן אוויר פתאומי או יתפתח מצב של היפרדות דופן הצ"|"בדיקה"|"M1"|"יוניברסל מוטורס ישראל בעמ"|"03-9534455"|"WWW.CADILLAC.CO.IL"
